username,restaurant_name,email,restaurant_owner,address,opening_hours,price,cooking_type,contact,menu,specialdiet,password,ratings
lebistrotdelafrance1,Le Bistrot de la France,lebistrotdelafrance1@gmail.com,Janet Walker,"21 quai Pierre Forgas, 66660 Port-Vendres France",17:00-23:00,€,French,075986856,"Tuna sashimi, Chilli con carne, Chicken Fajitas, Ricotta stuffed Ravioli, ",,7154165,
solemio1,Sole mio,solemio1@gmail.com,Christopher Brown,"route de Banyuls - Paulilles, Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, European, Spanish",079417898,"Teriyaki Chicken donburi, Mushroom Risotto, Tuna sashimi, Pizza, ",,2548944,
lechalut1,Le Chalut,lechalut1@gmail.com,Vera Madonia,"Quai François Joly 66660, Port-Vendres France",17:00-23:00,€€-€€€,"French, Seafood, Mediterranean, European",078503869,"Pork sausage roll, Chicken Fajitas, Chilli con carne, Philadelphia maki, ",,2330353,
lequai1,Le Quai,lequai1@gmail.com,Bruce Williams,"Quai Pierre Forgas Quai Pierre Forgas, Port-Vendres, Pyrénées-Orientales, Languedoc-Roussillon, Port-Vendres France",17:00-23:00,€€-€€€,"French, Bar, Mediterranean, European, Spanish, Catalan",078497386,"Caprese Salad, Bruschette with Tomato, Tiramisù, Caprese Salad, ",,9670845,
lafringale1,La Fringale,lafringale1@gmail.com,Teresa Todaro,"6 rue Jules Pams, 66660 Port-Vendres France",17:00-23:00,€€-€€€,French,073092395,"Barbecue Ribs, Teriyaki Chicken donburi, Pasta with Tomato and Basil, Chilli con carne, ",,9724269,
lespoissonneriesdelacôtecatalane1,Les Poissonneries de la Côte Catalane,lespoissonneriesdelacôtecatalane1@gmail.com,Gwen Stuber,"Anse Gerbal, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"Seafood, Mediterranean, French",078587062,"Ebiten maki, Meatballs with sauce, Scotch eggs, Pork sausage roll, ",,3104809,
lerestaurantduport1,Le Restaurant Du Port,lerestaurantduport1@gmail.com,Mary Phillips,"6 quai Francois Joly, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, European, Catalan",072316248,"Philadelphia maki, Fettuccine Alfredo, Bruschette with Tomato, Scotch eggs, ",Vegetarian Friendly,1654270,
leportdevénus1,Le Port de Vénus,leportdevénus1@gmail.com,Bruce Yon,"12 rue Jules Pams Proche de la Mairie, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, European, Catalan",076263174,"Ricotta stuffed Ravioli, Scotch eggs, Ebiten maki, Pasta and Beans, ",Vegetarian Friendly,7937553,
lepaindejour1,Le Pain de Jour,lepaindejour1@gmail.com,Norbert Mahan,"Quai, Port-Vendres France",17:00-23:00,,"French, Cafe",075007364,"Katsu Curry, Ricotta stuffed Ravioli, Meatballs with sauce, Scotch eggs, ",,4141540,
laterrasse1,La Terrasse,laterrasse1@gmail.com,Nancy Benjamin,"quai du Fanal, 66660 Port-Vendres France",17:00-23:00,€€€€,French,079913445,"Meatballs with sauce, Pasta Carbonara, Chicken Fajitas, Bruschette with Tomato, ",,5054933,
lefranceportvendres1,Le france port vendres,lefranceportvendres1@gmail.com,Terry Kent,"20 quai Pierre Forgas, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, European",077032379,"Califlower penne, Ebiten maki, Tuna sashimi, Linguine with clams, ",,3812905,
chezgigi1,Chez Gigi,chezgigi1@gmail.com,Marty Chapman,"103 avenue de la Republique, 17150 Mirambeau France",17:00-23:00,€,"French, Pizza, Barbecue",079866484,"Caprese Salad, Scotch eggs, Ebiten maki, Philadelphia maki, ",,3459235,
restaurantlesdeuxlevriers-chateaudemirambeau1,Restaurant Les Deux Levriers - Chateau de Mirambeau,restaurantlesdeuxlevriers-chateaudemirambeau1@gmail.com,Ann Moody,"1 avenue des Comtes Duchatel, 17150 Mirambeau France",17:00-23:00,€€€€,"French, European",076860668,"Pork belly buns, California maki, Chilli con carne, Mushroom Risotto, ",,6310872,
l'union1,L'UNION,l'union1@gmail.com,Edith Meade,"31 avenue de la Republique, 17150 Mirambeau France",17:00-23:00,€,"French, European, Grill",073502829,"California maki, Barbecue Ribs, Caprese Salad, Tiramisù, ",,1757249,
latabledugolf1,La Table du Golf,latabledugolf1@gmail.com,Steven Davidson,"35 rue du Golf, 86130 Saint-Cyr France",17:00-23:00,€€-€€€,"French, European",070233131,"Fish and chips, Caesar Salad, Chicken milanese, Tuna sashimi, ",Vegetarian Friendly,1536495,
aubergedeceilloux1,Auberge de Ceilloux,aubergedeceilloux1@gmail.com,Raymond Oscar,"Le Bourg, 63520 Ceilloux France",17:00-23:00,€€-€€€,"French, European",071575191,"Mushroom Risotto, Philadelphia maki, Pasta Carbonara, Pasta and Beans, ",,8015717,
lesalondethedegabriel1,Le Salon de The de Gabriel,lesalondethedegabriel1@gmail.com,Cynthia Black,"Rue Pierre Chambord, 87150 Oradour-sur-Vayres France",17:00-23:00,€,"French, British",073035655,"Pappardelle alla Bolognese, Barbecue Ribs, Mushroom Risotto, Katsu Curry, ",,6908653,
restaurantlabergerie1,Restaurant La Bergerie,restaurantlabergerie1@gmail.com,Keith David,"Chemin de la Cote, 87150 Oradour-sur-Vayres France",17:00-23:00,€€-€€€,"French, European",076827501,"Pasta with Tomato and Basil, Caesar Salad, Pappardelle alla Bolognese, Lasagne, ",,4739606,
l'arlequin1,L'Arlequin,l'arlequin1@gmail.com,Jeff Mitani,"14 rue du General de Gaulle, 87150 Oradour-sur-Vayres France",17:00-23:00,€,"French, Pizza, European",070510766,"Risotto with seafood, Fettuccine Alfredo, Ebiten maki, Chicken wings, ",,8708865,
lerelaisdelavayres1,Le Relais de la Vayres,lerelaisdelavayres1@gmail.com,Winnifred Cook,"4 rue Jean Giraudoux, 87150 Oradour-sur-Vayres France",17:00-23:00,€€-€€€,French,072262243,"Barbecue Ribs, Pork belly buns, Salmon nigiri, Pasta Carbonara, ",,9633003,
auguste&ferdinand1,Auguste & Ferdinand,auguste&ferdinand1@gmail.com,Erica Kimball,"182 avenue de l Hippodrome, 59130 Lambersart, Lille France",17:00-23:00,€,"Deli, Street Food",074494135,"Chicken Fajitas, Bruschette with Tomato, Fish and chips, Pork sausage roll, ",Vegetarian Friendly,8731874,
boulangeriepitman1,Boulangerie Pitman,boulangeriepitman1@gmail.com,Sandra Frazier,"Lambersart, Lille France",17:00-23:00,€,French,072152795,"Meatballs with sauce, Bruschette with Tomato, Pappardelle alla Bolognese, California maki, ",,4797162,
empreinte1,Empreinte,empreinte1@gmail.com,Peggy Nguyen,"170 avenue de l Hippodrome, 59130 Lambersart, Lille France",17:00-23:00,€€€€,French,072324674,"Caesar Salad, Pasta and Beans, Mushroom Risotto, Pork sausage roll, ","Vegetarian Friendly, Vegan Options, Gluten Free Options",6279084,
l'imperial1,L'Imperial,l'imperial1@gmail.com,Brian Wallander,"125 avenue Becquart, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Italian, Barbecue",072990518,"Pasta Carbonara, Barbecue Ribs, Chicken wings, Tiramisù, ",,8832364,
romeopizzas1,Romeo Pizzas,romeopizzas1@gmail.com,Connie Williams,"10 Place de la Cessoie, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Italian, Pizza",071614712,"Fish and chips, Teriyaki Chicken donburi, Katsu Curry, Linguine with clams, ",Vegetarian Friendly,5798447,
piesandpotes1,Pies and Potes,piesandpotes1@gmail.com,Tabitha Castillo,"310 avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€,"American, British",076922745,"Chicken milanese, Barbecue Ribs, Lasagne, Pork sausage roll, ",Vegetarian Friendly,7802973,
ledancing1,Le Dancing,ledancing1@gmail.com,Barbara Yancey,"296 rue de Lille, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,French,075813969,"Katsu Curry, Pizza, Scotch eggs, Mushroom Risotto, ",,0036410,
aucœurdel’inde1,Au Cœur de l’Inde,aucœurdel’inde1@gmail.com,Graham Saleh,"226 Avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,Indian,070357107,"Ebiten maki, Ebiten maki, Tuna sashimi, Cheeseburger, ","Vegetarian Friendly, Vegan Options",4075676,
aufeudebois1,Au Feu de Bois,aufeudebois1@gmail.com,Wanda Pitts,"P.A Les Conquerants, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Italian, French, Pizza",070802439,"Fish and chips, Bruschette with Tomato, Scotch eggs, Scotch eggs, ",,0735967,
speedrabbitpizza1,Speed Rabbit Pizza,speedrabbitpizza1@gmail.com,Versie Gray,"2 avenue Hippolyte Peslin, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Pizza, Italian",070432647,"Pasta and Beans, Mushroom Risotto, Chilli con carne, Tiramisù, ",,3761224,
l'hippo1,L'Hippo,l'hippo1@gmail.com,Robert Gwinn,"235 avenue de l Hippodrome, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,French,073045090,"Pasta with Tomato and Basil, Katsu Curry, Linguine with clams, Souvlaki, ",,1948462,
lacense1,La Cense,lacense1@gmail.com,Stephanie Corea,"27 rue Auguste Bonte, 59130 Lambersart, Lille France",17:00-23:00,€€€€,"French, European, Contemporary",072195864,"Risotto with seafood, Souvlaki, Pasta with Tomato and Basil, Pasta with Tomato and Basil, ",,5106786,
lespetitesdouceursdephuket1,Les Petites Douceurs de Phuket,lespetitesdouceursdephuket1@gmail.com,David Miller,"218 avenue de Dunkerque limite Lille, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Asian, Thai, Street Food, Deli",077582449,"Tiramisù, Linguine with clams, Chicken Fajitas, California maki, ",,6776476,
pizzahut1,Pizza Hut,pizzahut1@gmail.com,Meredith Gundrum,"298 avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,,,072279342,"Bruschette with Tomato, Tiramisù, Meatballs with sauce, Pizza, ",,8259708,
chezmoncousin1,Chez Mon Cousin,chezmoncousin1@gmail.com,Robert Greene,"282 avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,French,075612719,"Caprese Salad, Katsu Curry, Ebiten maki, Katsu Curry, ",,2403034,
paul1,Paul,paul1@gmail.com,John Meraz,"256 rue de Lille, 59130 Lambersart, Lille France",17:00-23:00,,,073193114,"Tiramisù, Pizza, Pasta with Tomato and Basil, Bruschette with Tomato, ",,4103116,
ricordid'asporto1,Ricordi d'Asporto,ricordid'asporto1@gmail.com,Robert Heath,"116 rue du Bourg, 59130 Lambersart, Lille France",17:00-23:00,,"Northern-Italian, Southern-Italian",075984956,"Pasta with Tomato and Basil, Fettuccine Alfredo, Chicken Fajitas, Linguine with clams, ",,7961712,
lequai1,Le Quai,lequai1@gmail.com,Rachel Muldoon,"2 avenue Hippolyte Peslin, 59130 Lambersart, Lille France",17:00-23:00,€€€€,"French, Seafood, Pub, Diner, Wine Bar, Gastropub",077499197,"Teriyaki Chicken donburi, Fish and chips, Pappardelle alla Bolognese, Pizza, ",,9325878,
l'oriental1,L'oriental,l'oriental1@gmail.com,Jeffrey Sullivan,"442 avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€,Algerian,076429970,"Souvlaki, Bruschette with Tomato, Ebiten maki, Philadelphia maki, ",,3834523,
l'emulsionlambersart1,L'emulsion Lambersart,l'emulsionlambersart1@gmail.com,Stanley Williams,"142 rue du Bourg, 59130 Lambersart, Lille France",17:00-23:00,,"French, Pub, Gastropub",077343730,"Teriyaki Chicken donburi, Meatballs with sauce, Philadelphia maki, Chicken milanese, ",,6596797,
lecanond'or1,Le Canon d'Or,lecanond'or1@gmail.com,Margaret Landers,"296 rue de Lille, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,French,075506362,"Chilli con carne, Cheeseburger, Pappardelle alla Bolognese, Chicken milanese, ",,6308215,
boulangeriebele1,Boulangerie Bele,boulangeriebele1@gmail.com,John Weber,"38 avenue Henri Delecaux, 59130 Lambersart, Lille France",17:00-23:00,€,French,071514998,"Chicken Fajitas, Califlower penne, Califlower penne, Lasagne, ",,8781480,
lebistrotducanond'or1,Le bistrot du Canon d'or,lebistrotducanond'or1@gmail.com,Kellie Pfau,"1 avenue Becquart, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"French, European",077837806,"Chicken milanese, Chilli con carne, French fries with sausages, Philadelphia maki, ",Vegetarian Friendly,8050299,
lapetiteauberge1,La Petite Auberge,lapetiteauberge1@gmail.com,Richard Rossano,"142 rue du Bourg, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,French,079744916,"Pasta with Tomato and Basil, Tiramisù, Katsu Curry, Scotch eggs, ",,7722796,
villaiacazio1,Villa Iacazio,villaiacazio1@gmail.com,Krystal Farmer,"2 avenue de l Amiral Courbet, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,French,079266686,"Ricotta stuffed Ravioli, Chicken wings, Lasagne, Mushroom Risotto, ",,8936326,
lemazagan1,le Mazagan,lemazagan1@gmail.com,Dorothy Stevens,"218 avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Moroccan, Mediterranean, Middle Eastern",072676432,"Mushroom Risotto, Fettuccine Alfredo, Salmon nigiri, Fettuccine Alfredo, ",,1615631,
f.b.i1,F.B.I,f.b.i1@gmail.com,Gerald Stuart,"250 T avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€,,077906922,"Califlower penne, Risotto with seafood, Pappardelle alla Bolognese, Tuna sashimi, ",,9035931,
domino'spizza1,Domino's Pizza,domino'spizza1@gmail.com,Zenaida Rivera,"236 avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Italian, Pizza",078428759,"Meatballs with sauce, Meatballs with sauce, Tuna sashimi, Chicken milanese, ",,7841087,
latableducolysee1,La Table du Colysee,latableducolysee1@gmail.com,Roy Messina,"201 avenue du Colisee, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,French,077979007,"Pasta and Beans, Souvlaki, Linguine with clams, Caprese Salad, ",,2400694,
lalaiterie1,La Laiterie,lalaiterie1@gmail.com,James Mcbride,"138 avenue de l'Hippodrome, 59130 Lambersart, Lille France",17:00-23:00,€€€€,"French, Contemporary",076398821,"Lasagne, Pork sausage roll, Chicken Fajitas, Caesar Salad, ",Vegetarian Friendly,0589799,
lesroselières1,Les Roselières,lesroselières1@gmail.com,Vincent Duff,"342 avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,French,070689450,"Pappardelle alla Bolognese, Risotto with seafood, Mushroom Risotto, Tuna sashimi, ",,3705470,
lekiosqueapizzas1,Le Kiosque a Pizzas,lekiosqueapizzas1@gmail.com,Lisa Thomas,"246 avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€,"Italian, Pizza",079854912,"Scotch eggs, Pasta and Beans, French fries with sausages, Scotch eggs, ",,6355939,
viacaro1,Via Caro,viacaro1@gmail.com,Jacob Dupre,"1 rue de l Abbe Lemire, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Italian, Pizza",078409582,"California maki, Barbecue Ribs, Meatballs with sauce, Risotto with seafood, ",,9074014,
lesvedettes1,Les Vedettes,lesvedettes1@gmail.com,Deborah Larson,"51 B avenue de la Republique, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,French,073016831,"Pasta with Tomato and Basil, Cheeseburger, Bruschette with Tomato, Chilli con carne, ",,6541606,
lepush1,Le Push,lepush1@gmail.com,Jane Holloway,"106 avenue Henri Delecaux, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,French,071865630,"Ricotta stuffed Ravioli, Chicken milanese, Scotch eggs, Pappardelle alla Bolognese, ",,2190846,
dina1,Dina,dina1@gmail.com,Gregory Vital,"362 avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€,"Italian, Fast food",072776562,"Teriyaki Chicken donburi, Barbecue Ribs, Mushroom Risotto, Lasagne, ",Vegetarian Friendly,0327369,
snackducentre1,Snack Du Centre,snackducentre1@gmail.com,Lucinda Wilkinson,"Route Nationale, 20200 Santa Maria di Lota, Corsica France",17:00-23:00,,,070352133,"Ricotta stuffed Ravioli, Souvlaki, Bruschette with Tomato, Tiramisù, ",,7276891,
arianarestaurant1,Ariana Restaurant,arianarestaurant1@gmail.com,Louise Gupta,"42, Route du Bord de Mer, 20200 Santa Maria di Lota, Corsica France",17:00-23:00,€€-€€€,,076012126,"Philadelphia maki, Souvlaki, Pappardelle alla Bolognese, Tiramisù, ",,2724671,
crêperiecalanaise1,Crêperie Calanaise,crêperiecalanaise1@gmail.com,Lee Lokke,"Rue Marc Le Floch 43 rue Marc le Floch, 56240 Calan France",17:00-23:00,€€-€€€,French,073442671,"Katsu Curry, Pizza, Pappardelle alla Bolognese, French fries with sausages, ",,7053577,
lacreperiedesetangs1,La Creperie des Etangs,lacreperiedesetangs1@gmail.com,Shelia Gentile,"Rue des Etangs, 56240 Calan France",17:00-23:00,€€-€€€,French,076801975,"Bruschette with Tomato, Pappardelle alla Bolognese, Chicken wings, Souvlaki, ",,0235363,
kelanpizza1,Kelan Pizza,kelanpizza1@gmail.com,Jin Trantham,"25 rue Marc le Floch, 56240 Calan France",17:00-23:00,,Italian,075972672,"Caesar Salad, Bruschette with Tomato, Scotch eggs, Salmon nigiri, ",,3953942,
l'aubergedelabrie1,L'Auberge de la Brie,l'aubergedelabrie1@gmail.com,Jennifer Vasquez,"14 avenue Alphonse Boulingre, 77860 Couilly-Pont-aux-Dames France",17:00-23:00,€€€€,"French, European",077831582,"Chicken milanese, Pappardelle alla Bolognese, Katsu Curry, Meatballs with sauce, ",,2519289,
fuwa1,Fuwa,fuwa1@gmail.com,Lance Dejesus,"67 avenue de l Ensoleillee Zone commerciale des Marceaux, 77860 Couilly-Pont-aux-Dames France",17:00-23:00,€€-€€€,"Chinese, Japanese, Asian, Sushi, Vietnamese",079830663,"Pappardelle alla Bolognese, Teriyaki Chicken donburi, Bruschette with Tomato, Chicken Fajitas, ",,8054317,
pizzaital1,Pizza Ital,pizzaital1@gmail.com,John Cannady,"Couilly-Pont-aux-Dames au Niveau du Pont, 77860 Couilly-Pont-aux-Dames France",17:00-23:00,,"Italian, Pizza",073207109,"Fettuccine Alfredo, Teriyaki Chicken donburi, Cheeseburger, Salmon nigiri, ",,5035684,
mcdonald's1,McDonald's,mcdonald's1@gmail.com,Madeline Marshall,"Avenue de l’Ensoleille ZA les Marceaux, 77860 Couilly-Pont-aux-Dames France",17:00-23:00,€,Fast food,072273660,"Philadelphia maki, Pasta with Tomato and Basil, Tuna sashimi, Caprese Salad, ",,1826633,
lacasa1,La Casa,lacasa1@gmail.com,James Turner,"96 Rue de Belleville, 69400 Couilly-Pont-aux-Dames France",17:00-23:00,,"Italian, Pizza",074969907,"Salmon nigiri, California maki, Chilli con carne, California maki, ",,7017394,
miapizza1,Mia Pizza,miapizza1@gmail.com,Alexandra Carrington,"26 Place Du Docteur Joseph Cinelli, 69360 Couilly-Pont-aux-Dames France",17:00-23:00,,"Pizza, Italian",071632318,"Califlower penne, Pasta Carbonara, Pasta with Tomato and Basil, Fish and chips, ",,8695561,
pommeauxfourneaux1,Pomme Aux Fourneaux,pommeauxfourneaux1@gmail.com,Deborah Delaney,"86 Boulevard de la Petite Vitesse, 72000 Couilly-Pont-aux-Dames France",17:00-23:00,,French,075373765,"Linguine with clams, Pappardelle alla Bolognese, Salmon nigiri, Pasta with Tomato and Basil, ",,7488947,
lesmarmottesgourmandes1,Les marmottes gourmandes,lesmarmottesgourmandes1@gmail.com,Robin Toliver,"21 B rue Cyprien Borgnon, 77860 Couilly-Pont-aux-Dames France",17:00-23:00,€€-€€€,French,079612789,"Salmon nigiri, Vegetable Soup, Chicken wings, Chicken milanese, ",,2647156,
auchevalnoir1,Au Cheval Noir,auchevalnoir1@gmail.com,Gary Stevenson,"38 rue de la Republique, 67800 Hoenheim, Strasbourg France",17:00-23:00,€€-€€€,"French, European",076045419,"Chicken Fajitas, Vegetable Soup, Pasta and Beans, Teriyaki Chicken donburi, ",,9458361,
casatiglio1,Casa Tiglio,casatiglio1@gmail.com,Angelo Martin,"3 rue de la Fontaine, 67800 Hoenheim, Strasbourg France",17:00-23:00,€€-€€€,"Italian, Pizza",074365218,"Meatballs with sauce, Chicken wings, Pasta and Beans, Pork sausage roll, ",Vegetarian Friendly,7579733,
restaurantautilleul1,Restaurant Au Tilleul,restaurantautilleul1@gmail.com,Jason Whitaker,"80 rue de la Republique, 67800 Hoenheim, Strasbourg France",17:00-23:00,€€-€€€,"French, European",077475002,"Teriyaki Chicken donburi, Caprese Salad, Cheeseburger, Cheeseburger, ",,8835565,
autramway1,AU Tramway,autramway1@gmail.com,Daniel Gilbert,"71 rue de la Republique, 67800 Hoenheim, Strasbourg France",17:00-23:00,€€-€€€,"Italian, French, Pizza",071711618,"French fries with sausages, Linguine with clams, Pappardelle alla Bolognese, Califlower penne, ",,1085317,
mcdonald's1,McDonald's,mcdonald's1@gmail.com,Frank Mccraney,"15 route de la Wantzenau, 67800 Hoenheim, Strasbourg France",17:00-23:00,€,Fast food,075211041,"Meatballs with sauce, Tuna sashimi, Chicken Fajitas, Scotch eggs, ",,9874341,
lapizzadenicohoenheim1,La Pizza de Nico Hoenheim,lapizzadenicohoenheim1@gmail.com,Karen Smith,"26 rue de la Republique, 67800 Hoenheim, Strasbourg France",17:00-23:00,€,"Italian, Pizza",078261434,"Chicken milanese, California maki, Barbecue Ribs, Chicken wings, ",Vegetarian Friendly,7294571,
lesdelicesd'angeliqueetcie1,Les delices d'angelique et Cie,lesdelicesd'angeliqueetcie1@gmail.com,Diane Knight,"78 rue du Docteur Boutrois, 14230 Isigny-sur-Mer France",17:00-23:00,€€-€€€,"French, Gastropub",078666163,"Pasta and Beans, Teriyaki Chicken donburi, Califlower penne, Pizza, ",,2145054,
gangofpizza1,Gang Of Pizza,gangofpizza1@gmail.com,John Lindsay,"19 Place General de Gaulle, 14230 Isigny-sur-Mer France",17:00-23:00,,,070692400,"Caprese Salad, Philadelphia maki, Risotto with seafood, Salmon nigiri, ",,7985933,
aupaind'autrefois1,Au Pain D'autrefois,aupaind'autrefois1@gmail.com,Mary Curran,"25 Rue Dr Boutrois, 14230 Isigny-sur-Mer France",17:00-23:00,,Street Food,078813798,"Vegetable Soup, Linguine with clams, Pasta and Beans, Pasta Carbonara, ",,4931716,
gervaise1,Gervaise,gervaise1@gmail.com,Lizeth Longoria,"15 rue Emile Demagny, 14230 Isigny-sur-Mer France",17:00-23:00,,Street Food,078321679,"Teriyaki Chicken donburi, Ricotta stuffed Ravioli, California maki, Meatballs with sauce, ",,9845379,
aubléd'or1,Au Blé D'or,aubléd'or1@gmail.com,Clara Hopkins,"27 rue Emile Demagny, 14230 Isigny-sur-Mer France",17:00-23:00,,"Deli, Street Food",076072070,"Chicken wings, Teriyaki Chicken donburi, Cheeseburger, Ebiten maki, ",,2922485,
lecentralbrasseriepizzeriacreperie1,Le Central Brasserie Pizzeria Creperie,lecentralbrasseriepizzeriacreperie1@gmail.com,Howard Kemp,"15 Place du General de Gaulle, 14230 Isigny-sur-Mer France",17:00-23:00,€€-€€€,"French, European, Bar, Pub",070495033,"Linguine with clams, Ricotta stuffed Ravioli, California maki, Bruschette with Tomato, ",Vegetarian Friendly,8803668,
hoteldefranceisignysurmer1,Hotel de France Isigny Sur Mer,hoteldefranceisignysurmer1@gmail.com,Harry Hollins,"13 rue Emile Demagny, 14230 Isigny-sur-Mer France",17:00-23:00,€€-€€€,"French, European",075136302,"Pizza, Tiramisù, Pork belly buns, Risotto with seafood, ",,7947364,
mcdonald's1,McDonald's,mcdonald's1@gmail.com,Jennifer Leahy,"rue du 19 Mars 1962 Z.I. Isypole, 14230 Isigny-sur-Mer France",17:00-23:00,€,Fast food,071493930,"Vegetable Soup, Scotch eggs, Califlower penne, Fettuccine Alfredo, ",,6602422,
leversailles1,Le Versailles,leversailles1@gmail.com,James Beavers,"26 Place du General de Gaulle, 14230 Isigny-sur-Mer France",17:00-23:00,€,"French, Bar, Pub",073204310,"Tiramisù, Risotto with seafood, Cheeseburger, Lasagne, ",,4208827,
aubergedulac1,Auberge Du Lac,aubergedulac1@gmail.com,Nathaniel Kelly,"Rive des Vailhés Les Crémades, 34700 Le Puech France",17:00-23:00,€€-€€€,French,073764865,"Ebiten maki, Pasta Carbonara, Katsu Curry, Barbecue Ribs, ",,0198587,
aubergedulac1,Auberge du Lac,aubergedulac1@gmail.com,Jessica Webb,"Les Cremades, 34700 Le Puech France",17:00-23:00,€€-€€€,French,076656744,"Mushroom Risotto, Teriyaki Chicken donburi, Vegetable Soup, Chicken wings, ",Vegetarian Friendly,9312579,
cafeducentredecarentan1,Cafe du Centre De Carentan,cafeducentredecarentan1@gmail.com,Brian Fielder,"10 rue du Docteur Caillard, 50500 Carentan, Carentan-les-Marais France",17:00-23:00,€,French,071685627,"Salmon nigiri, Chilli con carne, Caprese Salad, Califlower penne, ",,3780489,
letruckulent1,Le Truckulent,letruckulent1@gmail.com,Daniel Lopez,"ZI De Pommenauque, 50500 Carentan, Carentan-les-Marais France",17:00-23:00,€,"Street Food, French",074744190,"Scotch eggs, Chicken wings, Pappardelle alla Bolognese, Risotto with seafood, ",,8681535,
pizzapalace1,Pizza Palace,pizzapalace1@gmail.com,Andy Strackbein,"9 route de Saint Come, 50500 Carentan, Carentan-les-Marais France",17:00-23:00,,,079376235,"Tuna sashimi, Lasagne, Fettuccine Alfredo, Caesar Salad, ",,3284209,
lederby1,Le Derby,lederby1@gmail.com,Marilyn Garza,"21 rue de la 101e Airborne, 50500 Carentan, Carentan-les-Marais France",17:00-23:00,€,French,074590648,"Mushroom Risotto, Pappardelle alla Bolognese, Ebiten maki, Barbecue Ribs, ",,4526656,
lafourchettesansgêne1,La fourchette sans gêne,lafourchettesansgêne1@gmail.com,Carol Finch,"7 rue de la Fourchette, 50500 Carentan, Carentan-les-Marais France",17:00-23:00,€,"French, European, Healthy, Barbecue",079603256,"Ebiten maki, Pasta Carbonara, Ebiten maki, Bruschette with Tomato, ",,9617365,
lespontsd'ouve1,Les Ponts d'Ouve,lespontsd'ouve1@gmail.com,William Sabb,"Route de St Come, 50500 Carentan, Carentan-les-Marais France",17:00-23:00,€€-€€€,French,078900516,"Salmon nigiri, California maki, Cheeseburger, French fries with sausages, ",,7545565,
l'escapade1,L'Escapade,l'escapade1@gmail.com,Samuel Moody,"28 avenue de la Gare, 50500 Carentan, Carentan-les-Marais France",17:00-23:00,€€-€€€,"French, European",070986427,"Souvlaki, Teriyaki Chicken donburi, Philadelphia maki, Pork belly buns, ",,6939079,
aubergenormande1,Auberge Normande,aubergenormande1@gmail.com,Lavonda Das,"11 C boulevard de Verdun, 50500 Carentan, Carentan-les-Marais France",17:00-23:00,€€-€€€,"French, European",072722993,"French fries with sausages, Fish and chips, Lasagne, Fettuccine Alfredo, ",,2726787,
restaurantonclescott's1,restaurant Oncle Scott's,restaurantonclescott's1@gmail.com,Claudia Murillo,"Rue de la Mare parking du centre commercial E.Leclerc de ST HILAIRE PETITVILLE, 50500 Carentan, Carentan-les-Marais France",17:00-23:00,€€-€€€,"French, American, Bar",075219962,"Teriyaki Chicken donburi, Fish and chips, Salmon nigiri, Tuna sashimi, ",Vegetarian Friendly,9149914,
quai161,Quai 16,quai161@gmail.com,Paul Blackshear,"16 Quai du Port, Carentan, Carentan-les-Marais France",17:00-23:00,€€-€€€,"French, European",075063150,"Fish and chips, Pork sausage roll, Salmon nigiri, Ricotta stuffed Ravioli, ",,8560907,
