username,restaurant_name,email,restaurant_owner,address,opening_hours,price,cooking_type,contact,menu,specialdiet,password,ratings
domino'spizzamaisons-alfort1,Domino's Pizza Maisons-Alfort,domino'spizzamaisons-alfort1@gmail.com,Irene Ward,"177 avenue du Général Leclerc, 94700 Maisons-Alfort France",17:00-23:00,€,French,075990968,"Chicken wings, Katsu Curry, Philadelphia maki, Tiramisù, ",,-326240210,
cafedelagare1,Cafe de  La Gare,cafedelagare1@gmail.com,Janelle Selby,"11 rue du Capitaine r Deplanque, 94700 Maisons-Alfort France",17:00-23:00,,,079007486,"Pizza, Pasta Carbonara, Fettuccine Alfredo, Pork sausage roll, ",,412615216,
invinotapas1,In Vino Tapas,invinotapas1@gmail.com,Tanya Post,"28 avenue Georges Clemenceau, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,,070977885,"Pork sausage roll, French fries with sausages, Ebiten maki, California maki, ",,-240140910,
casadiroma1,Casa Di Roma,casadiroma1@gmail.com,David Mcgee,"17 rue du Marechal Juin, 94700 Maisons-Alfort France",17:00-23:00,,,079767122,"Chicken Fajitas, Pappardelle alla Bolognese, Pork sausage roll, Chilli con carne, ",,557785980,
mansio1,Mansio,mansio1@gmail.com,Bobbie Hodges,"133 avenue Georges Clemenceau, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"French, European",074484056,"Pork sausage roll, Califlower penne, Meatballs with sauce, Mushroom Risotto, ",,674265943,
sushiclemenceau1,Sushi Clemenceau,sushiclemenceau1@gmail.com,Russell Franks,"71 avenue Georges Clemenceau, 94700 Maisons-Alfort France",17:00-23:00,,,071330190,"Pasta Carbonara, Mushroom Risotto, Ebiten maki, Cheeseburger, ",,-357667697,
thekorner1,The Korner,thekorner1@gmail.com,Gary Mcgowan,"107 rue Marc Sangnier, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Steakhouse, Pizza, Fast food, Contemporary, Healthy",072887785,"Souvlaki, Tuna sashimi, Pork belly buns, Tuna sashimi, ",,327554035,
lerelais1,Le Relais,lerelais1@gmail.com,Carrie Payne,"70 avenue du General Leclerc, 94700 Maisons-Alfort France",17:00-23:00,,,075695954,"Scotch eggs, Barbecue Ribs, Scotch eggs, Bruschette with Tomato, ",,-2076311543,
junglethai1,Jungle Thai,junglethai1@gmail.com,Esther Harper,"115 rue Jean Jaures, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,Thai,072691323,"Philadelphia maki, Chilli con carne, Pork sausage roll, Pasta with Tomato and Basil, ",,1331548279,
brasseriel'olympique1,Brasserie L'olympique,brasseriel'olympique1@gmail.com,Shirley Hooser,"170 rue Jean Jaures, 94700 Maisons-Alfort France",17:00-23:00,,,077769799,"French fries with sausages, French fries with sausages, Pappardelle alla Bolognese, Linguine with clams, ",,325827272,
qgmaisonnnais1,QG Maisonnnais,qgmaisonnnais1@gmail.com,Ronald Bolduc,"2 avenue Georges Clemenceau, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"European, French",070816606,"Risotto with seafood, Barbecue Ribs, Risotto with seafood, Pork sausage roll, ",,-1270225486,
meatsteakhouse1,Meat Steakhouse,meatsteakhouse1@gmail.com,Imelda Cabral,"2 quai Fernand Saguet, 94700 Maisons-Alfort France",17:00-23:00,,,077219573,"Salmon nigiri, Scotch eggs, Fish and chips, Tiramisù, ",,619717531,
boulangeriepâtisseriebreadsparadise1,Boulangerie Pâtisserie Breads Paradise,boulangeriepâtisseriebreadsparadise1@gmail.com,James Mcglade,"24 rue Eugene Renault, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,French,074412036,"Chicken wings, Mushroom Risotto, Chicken wings, Pork sausage roll, ",,-327012516,
131street1,131 Street,131street1@gmail.com,Bryan Love,"131 rue Jean Jaures, 94700 Maisons-Alfort France",17:00-23:00,€,"American, Fast food, Middle Eastern, Afghani",077967006,"Tiramisù, Chicken milanese, Pasta and Beans, Souvlaki, ",,362651741,
lesfrèresdacruz1,Les Frères Da Cruz,lesfrèresdacruz1@gmail.com,Pamela Mcguire,"140 avenue de la Republique, 94700 Maisons-Alfort France",17:00-23:00,,"French, European, Portuguese",071426197,"Caesar Salad, Caesar Salad, Pork belly buns, Ricotta stuffed Ravioli, ",,1329665869,
creperiedelamairie1,Creperie de la Mairie,creperiedelamairie1@gmail.com,Walter Peterson,"87 rue Jean Jaures, 94700 Maisons-Alfort France",17:00-23:00,,,072547135,"Caesar Salad, Scotch eggs, Souvlaki, Salmon nigiri, ",,-502595113,
amakari1,Amakari,amakari1@gmail.com,Connie Shaver,"34 cours des Juilliottes, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Indian, Street Food",074085791,"Chilli con carne, Meatballs with sauce, Caprese Salad, California maki, ",,332088190,
chamsastacos1,Chamsas Tacos,chamsastacos1@gmail.com,John Testa,"35 cours des Juilliottes, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,American,078605316,"Teriyaki Chicken donburi, Meatballs with sauce, Pasta with Tomato and Basil, Souvlaki, ",,-472151502,
lelaboàburgers1,Le Labo À Burgers,lelaboàburgers1@gmail.com,David Jacques,"10 avenue de la Liberte, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Fast food, European, Albanian",074670295,"Fish and chips, Salmon nigiri, Philadelphia maki, Caprese Salad, ",,527957226,
boulangerieingridetfrankderache1,Boulangerie Ingrid Et Frank Derache,boulangerieingridetfrankderache1@gmail.com,Vincent Bishop,"67 avenue Georges Clemenceau, 94700 Maisons-Alfort France",17:00-23:00,,,076285345,"Chicken Fajitas, Ebiten maki, Chicken wings, Pasta Carbonara, ",,-299392748,
labourgogne1,La Bourgogne,labourgogne1@gmail.com,Kendra Card,"164 rue Jean Jaures, 94700 Maisons-Alfort France",17:00-23:00,€€€€,"French, European",071939119,"Pasta and Beans, Califlower penne, Ebiten maki, Califlower penne, ",,-2136010506,
laperledumaroc1,La Perle du Maroc,laperledumaroc1@gmail.com,Charles Banks,"261 avenue de la Republique, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Moroccan, Mediterranean, Middle Eastern",076102363,"Teriyaki Chicken donburi, Scotch eggs, California maki, Pork sausage roll, ",Halal,1392343211,
casabella1,Casa Bella,casabella1@gmail.com,Renee Hall,"71 avenue Georges Clemenceau, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,Italian,070854793,"Pork sausage roll, Pasta Carbonara, Pizza, Bruschette with Tomato, ",Vegetarian Friendly,1159318732,
barbelge1,Bar Belge,barbelge1@gmail.com,Arturo Henry,"97 avenue du General Leclerc, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"French, Belgian, Bar, European",076843562,"Pappardelle alla Bolognese, Mushroom Risotto, Teriyaki Chicken donburi, Ebiten maki, ",,-383495539,
pizzeriajazz1,Pizzeria Jazz,pizzeriajazz1@gmail.com,Lona Petersen,"34 avenue du General Leclerc, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Italian, Pizza",073086881,"Pasta Carbonara, Tiramisù, Caprese Salad, Philadelphia maki, ",,441984154,
saintetherese1,Sainte Therese,saintetherese1@gmail.com,Stephen Williamson,"29 avenue du General de Gaulle, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,Italian,074047077,"Salmon nigiri, Risotto with seafood, Chicken Fajitas, Scotch eggs, ",,-1041727409,
o'caveau1,O'Caveau,o'caveau1@gmail.com,Marian Burdette,"13 rue Fernet, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"French, Wine Bar",076276166,"Fish and chips, Pork sausage roll, Meatballs with sauce, Scotch eggs, ",,-1359800483,
legrandcafedelamairie1,Le Grand Cafe de la Mairie,legrandcafedelamairie1@gmail.com,Tanya Meissner,"5 avenue de la Republique 79 Avenue du General de Gaulle, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"French, Bar, Pub",074452371,"Teriyaki Chicken donburi, Ricotta stuffed Ravioli, Vegetable Soup, Vegetable Soup, ",,-561794604,
leclin'sfactory1,Le Clin's Factory,leclin'sfactory1@gmail.com,Jackqueline Tilley,"8 rue Eugene Renault, 94700 Maisons-Alfort France",17:00-23:00,€,"French, Spanish, European",072344909,"Pappardelle alla Bolognese, Pasta and Beans, Mushroom Risotto, Scotch eggs, ",,-303892719,
pizzeriaparma1,Pizzeria Parma,pizzeriaparma1@gmail.com,Darrel Dube,"128 rue Jean Jaures, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Italian, Pizza, European",077811381,"Pasta with Tomato and Basil, Cheeseburger, Risotto with seafood, Risotto with seafood, ",,1102982001,
bharati1,Bharati,bharati1@gmail.com,Thomas Seveney,"19 avenue de la Republique, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,Indian,074506830,"Chicken wings, Lasagne, Souvlaki, Mushroom Risotto, ",,531089466,
laresidence1,La Residence,laresidence1@gmail.com,Richard Kang,"139 rue Jean Jaures Route Nationale 6, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Portuguese, French, European",077108728,"Pasta Carbonara, Risotto with seafood, Fish and chips, Teriyaki Chicken donburi, ",,619716605,
rapidopizza1,Rapido Pizza,rapidopizza1@gmail.com,Douglas Hodge,"83 rue du 11 Novembre 1918, 94700 Maisons-Alfort France",17:00-23:00,,,078347182,"Pasta with Tomato and Basil, Barbecue Ribs, Bruschette with Tomato, Chilli con carne, ",,1445079024,
chezmichel1,Chez Michel,chezmichel1@gmail.com,Danny Davis,"82 avenue du General Leclerc, 94700 Maisons-Alfort France",17:00-23:00,€,French,079210267,"Meatballs with sauce, Salmon nigiri, Teriyaki Chicken donburi, Chicken milanese, ",,-1160057260,
maisonwako1,Maison Wako,maisonwako1@gmail.com,Barbara Korte,"27 cours des Juilliottes, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Japanese, Asian, Sushi",075934626,"Risotto with seafood, Risotto with seafood, Pappardelle alla Bolognese, Risotto with seafood, ",,2109509436,
restaurantassanabel1,Restaurant Assanabel,restaurantassanabel1@gmail.com,Thomas Barron,"11 allee des Cavaliers, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Lebanese, Mediterranean",073089609,"Barbecue Ribs, Risotto with seafood, California maki, Caprese Salad, ",,-1155319527,
ladiva1,La Diva,ladiva1@gmail.com,Theresa Elrod,"56 avenue du General Leclerc, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Pizza, Italian, Deli",079987553,"Lasagne, Lasagne, Pasta Carbonara, Pappardelle alla Bolognese, ",,2106850094,
sumaya-restaurantjaponais1,Sumaya - Restaurant Japonais,sumaya-restaurantjaponais1@gmail.com,Lucille Harrison,"175 avenue du General de Gaulle, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Japanese, Asian",071354947,"Linguine with clams, French fries with sausages, Bruschette with Tomato, Chicken Fajitas, ",,1331488726,
lepavillonbleu1,Le Pavillon Bleu,lepavillonbleu1@gmail.com,Donna Labarbera,"1 avenue Joffre, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,French,077451525,"Pasta with Tomato and Basil, Katsu Curry, Pasta with Tomato and Basil, Bruschette with Tomato, ",,477053207,
moulinsdumonde1,Moulins du Monde,moulinsdumonde1@gmail.com,Daniel Bell,"131 rue Jean Jaures, 94700 Maisons-Alfort France",17:00-23:00,,"Eastern European, Armenian, Georgian, Italian",074580826,"Caesar Salad, Ebiten maki, Scotch eggs, French fries with sausages, ",,1270439248,
commechezsoi1,Comme Chez Soi,commechezsoi1@gmail.com,Louis Reeder,"46 B avenue du General de Gaulle, 94700 Maisons-Alfort France",17:00-23:00,€,American,076557696,"Califlower penne, Katsu Curry, Pasta and Beans, Salmon nigiri, ",,-2042706994,
kinaza1,Kinaza,kinaza1@gmail.com,Guillermo Mauro,"34 cours des Juilliottes, 94700 Maisons-Alfort France",17:00-23:00,,African,071003121,"French fries with sausages, Caprese Salad, Cheeseburger, Fish and chips, ",,-386324754,
ledepot1,Le Depot,ledepot1@gmail.com,Stacey Hernandez,"46 avenue du General de Gaulle, 94700 Maisons-Alfort France",17:00-23:00,€,"Portuguese, French, European",076846869,"Meatballs with sauce, Tuna sashimi, California maki, Pork sausage roll, ",,2046821477,
chezgiovanni1,Chez Giovanni,chezgiovanni1@gmail.com,Michaela Phillips,"4 avenue du General Leclerc, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Italian, Pizza",076264845,"Pasta and Beans, Souvlaki, Lasagne, Pork sausage roll, ",,-1049235793,
lebistrotdebenoit1,Le Bistrot de Benoit,lebistrotdebenoit1@gmail.com,Juliette Bashore,"33 avenue du General de Gaulle, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"French, European",070059604,"Ebiten maki, Ebiten maki, Scotch eggs, Chilli con carne, ",,-189403979,
le581,Le 58,le581@gmail.com,Chris Gagne,"58 avenue Gambetta Métro Maisons Alfort Stade, 94700 Maisons-Alfort France",17:00-23:00,€€€€,"French, Gastropub, European",079085971,"Tuna sashimi, Bruschette with Tomato, Pork belly buns, French fries with sausages, ",Vegetarian Friendly,1328658521,
vianagrill1,Viana Grill,vianagrill1@gmail.com,John Valley,"117 rue Jean Jaures, 94700 Maisons-Alfort France",17:00-23:00,,"Portuguese, European",071930758,"Bruschette with Tomato, Pasta Carbonara, Pork belly buns, Lasagne, ",,639977425,
aubuissonjoyeux1,Au Buisson Joyeux,aubuissonjoyeux1@gmail.com,Frederick Edmons,"277 avenue du General Leclerc, 94700 Maisons-Alfort France",17:00-23:00,€€-€€€,"Italian, French, Mediterranean, Gastropub",074485488,"Mushroom Risotto, Chicken Fajitas, Fish and chips, Salmon nigiri, ",,1299640970,
méméjeannette1,Mémé Jeannette,méméjeannette1@gmail.com,Elaine Hart,"1 rue de Madeloc Hameau de cosprons, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, Barbecue",074539994,"Meatballs with sauce, Salmon nigiri, Linguine with clams, Chicken wings, ",,-327719813,
le7grill1,Le 7 Grill,le7grill1@gmail.com,June Shook,"7 quai de la Republique, 66660 Port-Vendres France",17:00-23:00,€€-€€€,French,072778989,"Pork sausage roll, Pasta with Tomato and Basil, Chicken wings, Chicken wings, ",Vegetarian Friendly,1249821738,
lekristal1,Le Kristal,lekristal1@gmail.com,Delores Simmons,"15 rue Jules Pams, 66660 Port-Vendres France",17:00-23:00,€,French,072025267,"Lasagne, Scotch eggs, Souvlaki, Lasagne, ",,-214306437,
lelamparo1,Le Lamparo,lelamparo1@gmail.com,Jeffery Kellstrom,"7 quai Francois Joly, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Seafood, Spanish, Mediterranean, Catalan",077601033,"Califlower penne, French fries with sausages, Philadelphia maki, Souvlaki, ",,527093384,
boiteabebert1,Boiteabebert,boiteabebert1@gmail.com,Sara Narvaez,"10 quai Pierre Forgas, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean",070043750,"Souvlaki, Tiramisù, Pasta Carbonara, Chicken Fajitas, ",,-1183974627,
l'archipel1,L'Archipel,l'archipel1@gmail.com,Angela Fowler,"6 quai de la Republique, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, European",075369858,"Chilli con carne, French fries with sausages, Lasagne, Pork sausage roll, ",,674057245,
chezpujol1,Chez Pujol,chezpujol1@gmail.com,Gloria Braegelmann,"Quai Pierre Forgas, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Seafood, Mediterranean, European, Spanish, Healthy, Catalan",076451980,"Califlower penne, Souvlaki, Tiramisù, Pasta Carbonara, ",,1992430678,
latramontane1,La Tramontane,latramontane1@gmail.com,Joanne Carey,"2 quai Pierre Forgas, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, European",078617587,"Meatballs with sauce, Pasta Carbonara, Ebiten maki, Risotto with seafood, ",Vegetarian Friendly,-1305378840,
chezlescouzis1,Chez Les Couzis,chezlescouzis1@gmail.com,Marge Clinard,"7 quai de la Republique, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"Mediterranean, Spanish, Wine Bar, French",076906154,"Fish and chips, Fettuccine Alfredo, Barbecue Ribs, Lasagne, ",,-417308946,
lacotevermeille1,La Cote Vermeille,lacotevermeille1@gmail.com,Jasmine Olsen,"quai du Fanal Direction La Poissonnerie Cote Catalane, 66660 Port-Vendres France",17:00-23:00,€€€€,"French, Mediterranean",077402009,"Califlower penne, Katsu Curry, Chicken Fajitas, Scotch eggs, ",,-2130641214,
mood1,Mood,mood1@gmail.com,Evelyn Huff,"6 quai Francois Joly, 66660 Port-Vendres France",17:00-23:00,€,"Italian, Pizza",073762845,"Pizza, Scotch eggs, Pizza, Ebiten maki, ",,557429148,
ruaorzann°691,Rua Orzan N°69,ruaorzann°691@gmail.com,Thomas Shannon,"4 B rue Camille Pelletan, 66660 Port-Vendres France",17:00-23:00,,"French, Mediterranean, Catalan",070148809,"Lasagne, Pappardelle alla Bolognese, Teriyaki Chicken donburi, Caesar Salad, ",,2015394798,
edenrock1,Eden Rock,edenrock1@gmail.com,Diane Peters,"5 quai Pierre Forgas, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"Italian, French, Bar, Pub",079885210,"Tuna sashimi, Tiramisù, Vegetable Soup, Chicken milanese, ",,1330439280,
lechantdupoulpe1,Le Chant Du Poulpe,lechantdupoulpe1@gmail.com,Dalila Nash,"13 quai Pierre Forgas, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Catalan",077085489,"Pasta and Beans, Pasta with Tomato and Basil, Pasta and Beans, Caprese Salad, ",,1105634236,
portvendre1,Port Vendre,portvendre1@gmail.com,Kenneth Elder,"Le Lamparo quai François Joly, 66660 Port-Vendres France",17:00-23:00,,"French, Spanish, Catalan",072788240,"Chicken milanese, Katsu Curry, Chicken milanese, Salmon nigiri, ",,-1218977156,
restauranttout1monde1,Restaurant Tout 1 Monde,restauranttout1monde1@gmail.com,Jeri Moody,"13 rue Jules Pams, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"Mediterranean, French, Moroccan",074621905,"Salmon nigiri, Risotto with seafood, Pappardelle alla Bolognese, French fries with sausages, ",,2103398558,
côtégers1,Côté Gers,côtégers1@gmail.com,Teresia Johnson,"3 rue Jules Pams, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, European",075843480,"Bruschette with Tomato, Pizza, Chilli con carne, Pappardelle alla Bolognese, ",,-1041757350,
lesclosdepaulilles1,Les Clos de Paulilles,lesclosdepaulilles1@gmail.com,John Goins,"Baie De Paulilles, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"Mediterranean, French, European, Healthy, Catalan",071132047,"Barbecue Ribs, Pork belly buns, Risotto with seafood, Califlower penne, ",,-1246865252,
lecedre1,Le Cedre,lecedre1@gmail.com,Rebecca Vanwagner,"29 route de Banyuls 66660, 66660 Port-Vendres France",17:00-23:00,€€€€,"French, Mediterranean, European",078676336,"California maki, Pasta and Beans, Fish and chips, Vegetable Soup, ",,498530411,
lebistrotdelafrance1,Le Bistrot de la France,lebistrotdelafrance1@gmail.com,Madlyn Martin,"21 quai Pierre Forgas, 66660 Port-Vendres France",17:00-23:00,€,French,071600205,"Pork belly buns, Fettuccine Alfredo, Philadelphia maki, Ebiten maki, ",,1333714282,
solemio1,Sole mio,solemio1@gmail.com,Frederick Porter,"route de Banyuls - Paulilles, Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, European, Spanish",073963389,"Califlower penne, Ricotta stuffed Ravioli, Scotch eggs, Teriyaki Chicken donburi, ",,-2103834309,
lechalut1,Le Chalut,lechalut1@gmail.com,John Goodman,"Quai François Joly 66660, Port-Vendres France",17:00-23:00,€€-€€€,"French, Seafood, Mediterranean, European",074381816,"California maki, Pork belly buns, Califlower penne, Lasagne, ",,-1132318115,
lequai1,Le Quai,lequai1@gmail.com,Michael Bergen,"Quai Pierre Forgas Quai Pierre Forgas, Port-Vendres, Pyrénées-Orientales, Languedoc-Roussillon, Port-Vendres France",17:00-23:00,€€-€€€,"French, Bar, Mediterranean, European, Spanish, Catalan",075568974,"Cheeseburger, Chilli con carne, Pork belly buns, Pork belly buns, ",,676973975,
lafringale1,La Fringale,lafringale1@gmail.com,Walter Gibson,"6 rue Jules Pams, 66660 Port-Vendres France",17:00-23:00,€€-€€€,French,073565715,"Pasta with Tomato and Basil, Pasta and Beans, Califlower penne, Tiramisù, ",,-2071900431,
lespoissonneriesdelacôtecatalane1,Les Poissonneries de la Côte Catalane,lespoissonneriesdelacôtecatalane1@gmail.com,Brian Wackman,"Anse Gerbal, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"Seafood, Mediterranean, French",075960510,"Caesar Salad, Barbecue Ribs, Pasta Carbonara, Meatballs with sauce, ",,733286592,
lerestaurantduport1,Le Restaurant Du Port,lerestaurantduport1@gmail.com,Donald Mcgilvray,"6 quai Francois Joly, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, European, Catalan",078957065,"Teriyaki Chicken donburi, Pappardelle alla Bolognese, California maki, Califlower penne, ",Vegetarian Friendly,1216610543,
leportdevénus1,Le Port de Vénus,leportdevénus1@gmail.com,Karen Sanchez,"12 rue Jules Pams Proche de la Mairie, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, European, Catalan",072311241,"Tiramisù, Tuna sashimi, Pizza, California maki, ",Vegetarian Friendly,1247413813,
lepaindejour1,Le Pain de Jour,lepaindejour1@gmail.com,Kristine Scott,"Quai, Port-Vendres France",17:00-23:00,,"French, Cafe",070966733,"Cheeseburger, Pasta with Tomato and Basil, Pasta Carbonara, Tuna sashimi, ",,1472720298,
laterrasse1,La Terrasse,laterrasse1@gmail.com,Joe Murphy,"quai du Fanal, 66660 Port-Vendres France",17:00-23:00,€€€€,French,077836481,"Lasagne, Vegetable Soup, Fish and chips, Chilli con carne, ",,-1930060611,
lefranceportvendres1,Le france port vendres,lefranceportvendres1@gmail.com,Alice Aspinall,"20 quai Pierre Forgas, 66660 Port-Vendres France",17:00-23:00,€€-€€€,"French, Mediterranean, European",074988855,"Scotch eggs, Souvlaki, Pappardelle alla Bolognese, Chicken milanese, ",,391127190,
chezgigi1,Chez Gigi,chezgigi1@gmail.com,Robert Snavely,"103 avenue de la Republique, 17150 Mirambeau France",17:00-23:00,€,"French, Pizza, Barbecue",073505758,"Caprese Salad, French fries with sausages, Pasta Carbonara, Chilli con carne, ",,-190210234,
restaurantlesdeuxlevriers-chateaudemirambeau1,Restaurant Les Deux Levriers - Chateau de Mirambeau,restaurantlesdeuxlevriers-chateaudemirambeau1@gmail.com,Melisa Rautenberg,"1 avenue des Comtes Duchatel, 17150 Mirambeau France",17:00-23:00,€€€€,"French, European",071125018,"Risotto with seafood, Califlower penne, Cheeseburger, Pappardelle alla Bolognese, ",,618887321,
l'union1,L'UNION,l'union1@gmail.com,Marty Appel,"31 avenue de la Republique, 17150 Mirambeau France",17:00-23:00,€,"French, European, Grill",073631216,"Fish and chips, Salmon nigiri, Souvlaki, Caesar Salad, ",,-1215676429,
latabledugolf1,La Table du Golf,latabledugolf1@gmail.com,Jack Collins,"35 rue du Golf, 86130 Saint-Cyr France",17:00-23:00,€€-€€€,"French, European",070564837,"French fries with sausages, Chilli con carne, Fish and chips, Chicken milanese, ",Vegetarian Friendly,-297363871,
aubergedeceilloux1,Auberge de Ceilloux,aubergedeceilloux1@gmail.com,Paula Sarvis,"Le Bourg, 63520 Ceilloux France",17:00-23:00,€€-€€€,"French, European",078708233,"Meatballs with sauce, Pizza, Teriyaki Chicken donburi, Pizza, ",,-212377590,
lesalondethedegabriel1,Le Salon de The de Gabriel,lesalondethedegabriel1@gmail.com,Dina Dobbins,"Rue Pierre Chambord, 87150 Oradour-sur-Vayres France",17:00-23:00,€,"French, British",078048097,"Lasagne, Fettuccine Alfredo, California maki, Caesar Salad, ",,473531953,
restaurantlabergerie1,Restaurant La Bergerie,restaurantlabergerie1@gmail.com,Jerry Forde,"Chemin de la Cote, 87150 Oradour-sur-Vayres France",17:00-23:00,€€-€€€,"French, European",071677138,"Fettuccine Alfredo, Caesar Salad, Chicken wings, Ricotta stuffed Ravioli, ",,557868623,
l'arlequin1,L'Arlequin,l'arlequin1@gmail.com,Constance Carr,"14 rue du General de Gaulle, 87150 Oradour-sur-Vayres France",17:00-23:00,€,"French, Pizza, European",076511411,"Vegetable Soup, Pasta Carbonara, Salmon nigiri, Caesar Salad, ",,1217776545,
lerelaisdelavayres1,Le Relais de la Vayres,lerelaisdelavayres1@gmail.com,Vonda Gabriel,"4 rue Jean Giraudoux, 87150 Oradour-sur-Vayres France",17:00-23:00,€€-€€€,French,077564739,"Barbecue Ribs, Pasta and Beans, Risotto with seafood, Linguine with clams, ",,1328711377,
auguste&ferdinand1,Auguste & Ferdinand,auguste&ferdinand1@gmail.com,Zelma Leon,"182 avenue de l Hippodrome, 59130 Lambersart, Lille France",17:00-23:00,€,"Deli, Street Food",070614162,"French fries with sausages, Risotto with seafood, Pasta with Tomato and Basil, Tiramisù, ",Vegetarian Friendly,-1221003014,
boulangeriepitman1,Boulangerie Pitman,boulangeriepitman1@gmail.com,Gary Hughes,"Lambersart, Lille France",17:00-23:00,€,French,074402313,"Pasta Carbonara, Califlower penne, Caprese Salad, Linguine with clams, ",,-1388342991,
empreinte1,Empreinte,empreinte1@gmail.com,James Daley,"170 avenue de l Hippodrome, 59130 Lambersart, Lille France",17:00-23:00,€€€€,French,070419356,"Pasta and Beans, Katsu Curry, Philadelphia maki, Pappardelle alla Bolognese, ","Vegetarian Friendly, Vegan Options, Gluten Free Options",1335621713,
l'imperial1,L'Imperial,l'imperial1@gmail.com,Anthony Nutt,"125 avenue Becquart, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Italian, Barbecue",076999657,"Caesar Salad, Katsu Curry, Meatballs with sauce, Califlower penne, ",,1329492606,
romeopizzas1,Romeo Pizzas,romeopizzas1@gmail.com,Ernest Knight,"10 Place de la Cessoie, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Italian, Pizza",075385629,"Fish and chips, Cheeseburger, California maki, Pasta with Tomato and Basil, ",Vegetarian Friendly,-2073389895,
piesandpotes1,Pies and Potes,piesandpotes1@gmail.com,Leo Decaire,"310 avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€,"American, British",078641390,"Pasta and Beans, Pork sausage roll, Mushroom Risotto, Pasta Carbonara, ",Vegetarian Friendly,-2051009969,
ledancing1,Le Dancing,ledancing1@gmail.com,Barbara Bouchard,"296 rue de Lille, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,French,079404738,"Pork sausage roll, Meatballs with sauce, Tiramisù, Pasta and Beans, ",,531539893,
aucœurdel’inde1,Au Cœur de l’Inde,aucœurdel’inde1@gmail.com,Geraldine Juarez,"226 Avenue de Dunkerque, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,Indian,077898968,"Caprese Salad, California maki, Katsu Curry, Ricotta stuffed Ravioli, ","Vegetarian Friendly, Vegan Options",1335594776,
aufeudebois1,Au Feu de Bois,aufeudebois1@gmail.com,Brian Ferguson,"P.A Les Conquerants, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Italian, French, Pizza",075053532,"Pasta with Tomato and Basil, Katsu Curry, Pasta with Tomato and Basil, Vegetable Soup, ",,-1300757571,
speedrabbitpizza1,Speed Rabbit Pizza,speedrabbitpizza1@gmail.com,Micheal Garlock,"2 avenue Hippolyte Peslin, 59130 Lambersart, Lille France",17:00-23:00,€€-€€€,"Pizza, Italian",072380545,"Pasta with Tomato and Basil, Salmon nigiri, Tiramisù, Meatballs with sauce, ",,-414177320,
