username,restaurant_name,email,password,FirstName,LastName
mcdonald's1,McDonald's,mcdonald's1@gmail.com,-414147716,,
leversailles1,Le Versailles,leversailles1@gmail.com,2100686609,,
aubergedulac1,Auberge Du Lac,aubergedulac1@gmail.com,531684107,,
aubergedulac1,Auberge du Lac,aubergedulac1@gmail.com,2130029668,,
cafeducentredecarentan1,Cafe du Centre De Carentan,cafeducentredecarentan1@gmail.com,-2043839017,,
letruckulent1,Le Truckulent,letruckulent1@gmail.com,1247118482,,
pizzapalace1,Pizza Palace,pizzapalace1@gmail.com,1416363284,,
lederby1,Le Derby,lederby1@gmail.com,582896944,,
lafourchettesansgêne1,La fourchette sans gêne,lafourchettesansgêne1@gmail.com,-157913125,,
lespontsd'ouve1,Les Ponts d'Ouve,lespontsd'ouve1@gmail.com,1361101070,,
l'escapade1,L'Escapade,l'escapade1@gmail.com,584416967,,
aubergenormande1,Auberge Normande,aubergenormande1@gmail.com,418091920,,
restaurantonclescott's1,restaurant Oncle Scott's,restaurantonclescott's1@gmail.com,332979033,,
quai161,Quai 16,quai161@gmail.com,-300017061,,
pizzeriadesarcades1,Pizzeria des Arcades,pizzeriadesarcades1@gmail.com,1162208424,,
lesforges1,les Forges,lesforges1@gmail.com,730388401,,
lamaritza1,La Maritza,lamaritza1@gmail.com,-1356023780,,
le101emeairborne1,Le 101eme Airborne,le101emeairborne1@gmail.com,1213300209,,
lekiosqueapizzas1,le kiosque a pizzas,lekiosqueapizzas1@gmail.com,727682909,,
lequai161,Le Quai 16,lequai161@gmail.com,2047632314,,
l'escaledessens1,L'Escale des Sens,l'escaledessens1@gmail.com,-215023403,,
larenaissance1,La Renaissance,larenaissance1@gmail.com,501268303,,
aufourabois1,Au Four A Bois,aufourabois1@gmail.com,500260404,,
laclédubonheur1,La Clé du Bonheur,laclédubonheur1@gmail.com,-1274574044,,
bancdel'ours1,Banc de l'ours,bancdel'ours1@gmail.com,2104348894,,
gitedelamoliere1,Gite de La Moliere,gitedelamoliere1@gmail.com,468351411,,
restaurantl'épicéa1,Restaurant l'Épicéa,restaurantl'épicéa1@gmail.com,700869271,,
cafeoutrelans1,Cafe Outrelans,cafeoutrelans1@gmail.com,328420084,,
lerefugedegève1,Le refuge de Gève,lerefugedegève1@gmail.com,-1217585779,,
chalethotelaufeudebois1,Chalet Hotel Au Feu de Bois,chalethotelaufeudebois1@gmail.com,-296325772,,
l'épicurieux1,L'Épicurieux,l'épicurieux1@gmail.com,-2079762216,,
snackl'igloo1,Snack L'Igloo,snackl'igloo1@gmail.com,-410458377,,
restaurantdel'hoteldelaposte1,Restaurant de L'Hotel de la Poste,restaurantdel'hoteldelaposte1@gmail.com,2102501945,,
laflambee1,La Flambee,laflambee1@gmail.com,-2079078107,,
lepalaisdelapizza1,Le Palais De La Pizza,lepalaisdelapizza1@gmail.com,1076081558,,
restaurantlevernay1,Restaurant Le Vernay,restaurantlevernay1@gmail.com,-1992924403,,
hotelrestaurantlestilleuls1,Hotel Restaurant Les Tilleuls,hotelrestaurantlestilleuls1@gmail.com,726759412,,
restaurantlabuffe1,Restaurant La Buffe,restaurantlabuffe1@gmail.com,1222090132,,
lacrèperie1,La Crèperie,lacrèperie1@gmail.com,-357455939,,
lesamovar1,Le Samovar,lesamovar1@gmail.com,1386774966,,
chezfrancis1,Chez Francis,chezfrancis1@gmail.com,359762949,,
lechaletsuisse1,Le Chalet Suisse,lechaletsuisse1@gmail.com,1134381768,,
louchabrot1,Lou Chabrot,louchabrot1@gmail.com,1334851119,,
aucoincosy1,Au Coin Cosy,aucoincosy1@gmail.com,-299517430,,
restaurantcelia1,Restaurant Celia,restaurantcelia1@gmail.com,-300433483,,
brasseriedupalais1,Brasserie du Palais,brasseriedupalais1@gmail.com,334114975,,
l'arretbougnette1,L'Arret Bougnette,l'arretbougnette1@gmail.com,734150715,,
lafermedes3ours1,La Ferme des 3 Ours,lafermedes3ours1@gmail.com,330294876,,
lecafécomptoir1,Le Café Comptoir,lecafécomptoir1@gmail.com,-360936868,,
hoteldubuet1,Hotel du Buet,hoteldubuet1@gmail.com,-1215588886,,
moontines1,Moon Tines,moontines1@gmail.com,-298381378,,
cascadedebérard1,Cascade de Bérard,cascadedebérard1@gmail.com,1302440341,,
lerelaisdelachapelle1,Le Relais de la Chapelle,lerelaisdelachapelle1@gmail.com,1450495154,,
secretdepain1,Secret de Pain,secretdepain1@gmail.com,-1070473980,,
lepulverinien1,Le Pulverinien,lepulverinien1@gmail.com,-1129455178,,
lemoulinapizza1,Le Moulin a Pizza,lemoulinapizza1@gmail.com,469960069,,
lecrapahuteur1,Le Crapahuteur,lecrapahuteur1@gmail.com,-2103211797,,
planesrestaurant1,Planes Restaurant,planesrestaurant1@gmail.com,-1387334928,,
lechaletdespizzas1,Le Chalet des Pizzas,lechaletdespizzas1@gmail.com,-1390222861,,
aumatincalme1,Au Matin Calme,aumatincalme1@gmail.com,2135901616,,
lerelaisdeciteaux1,Le Relais de Citeaux,lerelaisdeciteaux1@gmail.com,1217596685,,
lagarenne1,La Garenne,lagarenne1@gmail.com,1245571610,,
pizzerialourouchetou1,Pizzeria Lou Rouchetou,pizzerialourouchetou1@gmail.com,-269776229,,
ladolcevita1,La Dolce Vita,ladolcevita1@gmail.com,-275294475,,
roulemapoule1,Roule Ma Poule,roulemapoule1@gmail.com,-1333796750,,
lelocal1,Le Local,lelocal1@gmail.com,-2104100529,,
lecalaberbypb1,Le Calaber By PB,lecalaberbypb1@gmail.com,504725884,,
le13h1,Le 13h,le13h1@gmail.com,-184551889,,
l'utopie1,L'Utopie,l'utopie1@gmail.com,-418583540,,
paprika1,Paprika,paprika1@gmail.com,-1127584080,,
l'olivo1,L'Olivo,l'olivo1@gmail.com,588943308,,
lasandwicherie1,La Sandwicherie,lasandwicherie1@gmail.com,-1993964143,,
cafedelasardine1,Cafe de la Sardine,cafedelasardine1@gmail.com,-2044580939,,
domainedelajeanne1,Domaine de la Jeanne,domainedelajeanne1@gmail.com,386726740,,
doncamillo1,Don Camillo,doncamillo1@gmail.com,-2107494784,,
koyal1,Koyal,koyal1@gmail.com,-1071276416,,
lafeuilledechou1,La Feuille de Chou,lafeuilledechou1@gmail.com,-1418765363,,
cafédelabourse1,Café de la Bourse,cafédelabourse1@gmail.com,-2136154754,,
doudouburger1,Doudou Burger,doudouburger1@gmail.com,562072722,,
boulangerielamied'ailleurs1,Boulangerie La Mie d'Ailleurs,boulangerielamied'ailleurs1@gmail.com,2133127984,,
cotejardin1,Cote Jardin,cotejardin1@gmail.com,-211570466,,
barlemocco1,bar le Mocco,barlemocco1@gmail.com,-187586796,,
leserredebar1,Le Serre de Bar,leserredebar1@gmail.com,584300563,,
ledardaillon1,Le Dardaillon,ledardaillon1@gmail.com,558497716,,
l'olivierdepaiolive1,L'Olivier de Paiolive,l'olivierdepaiolive1@gmail.com,-1246802110,,
cuisineindonésiennecheznatalie1,Cuisine Indonésienne Chez Natalie,cuisineindonésiennecheznatalie1@gmail.com,-1127671741,,
cafémondé1,Café Mondé,cafémondé1@gmail.com,-213390601,,
lemeltingpot1,Le Melting Pot,lemeltingpot1@gmail.com,331131906,,
legrangousier1,Le Grangousier,legrangousier1@gmail.com,-414770943,,
leparc1,Le Parc,leparc1@gmail.com,2131161935,,
aubergedechanaleilles1,Auberge De Chanaleilles,aubergedechanaleilles1@gmail.com,1071531259,,
lecarmel1,Le Carmel,lecarmel1@gmail.com,699078962,,
likoke1,Likoke,likoke1@gmail.com,561539492,,
letangana1,Le tangana,letangana1@gmail.com,475443254,,
latannerie1,La Tannerie,latannerie1@gmail.com,1272791562,,
chezalex1,Chez Alex,chezalex1@gmail.com,-2020630894,,
larécré1,La Récré,larécré1@gmail.com,-502685575,,
lecafédumidi1,Le Café du Midi,lecafédumidi1@gmail.com,355264477,,
l'aubergedegravières1,L'auberge de Gravières,l'aubergedegravières1@gmail.com,699141426,,
labrasserie1,La Brasserie,labrasserie1@gmail.com,-212256501,,
cara'pizz1,Cara'Pizz,cara'pizz1@gmail.com,-1071304259,,
laterrassedepommiers1,La Terrasse de Pommiers,laterrassedepommiers1@gmail.com,-1387395476,,
lesterrassesdepommiers1,Les Terrasses De Pommiers,lesterrassesdepommiers1@gmail.com,-1270048756,,
lepetitbourg1,Le Petit Bourg,lepetitbourg1@gmail.com,474517939,,
lebakero1,Le Bakero,lebakero1@gmail.com,-241089542,,
lebontemps1,Le Bon Temps,lebontemps1@gmail.com,1334728977,,
burgerking1,Burger King,burgerking1@gmail.com,-332639383,,
subway1,Subway,subway1@gmail.com,2018198837,,
subway1,Subway,subway1@gmail.com,-1212015854,,
kfc1,KFC,kfc1@gmail.com,2019176239,,
mcdonald's1,McDonald's ,mcdonald's1@gmail.com,-2072761574,,
mcdonald's1,McDonald's ,mcdonald's1@gmail.com,445674356,,
caferestaurantdelaposte1,Cafe Restaurant de la Poste,caferestaurantdelaposte1@gmail.com,505822387,,
cafedessports1,Cafe Des Sports,cafedessports1@gmail.com,589304887,,
l'echappeebelle1,L'Echappee Belle,l'echappeebelle1@gmail.com,583728144,,
laguinguettedelaplage1,La Guinguette de la plage,laguinguettedelaplage1@gmail.com,-190123960,,
creperiegeorgesand1,Creperie George Sand,creperiegeorgesand1@gmail.com,357017457,,
t-me1,T-ME,t-me1@gmail.com,-1304425676,,
aumontagnard1,Au Montagnard,aumontagnard1@gmail.com,-1247937978,,
loucavayo1,Lou cava yo,loucavayo1@gmail.com,470672114,,
lepicotin1,Le Picotin,lepicotin1@gmail.com,-1213437151,,
l'arbaléte1,L'Arbaléte,l'arbaléte1@gmail.com,2022816634,,
domainedulacchambon1,Domaine du Lac Chambon,domainedulacchambon1@gmail.com,-561670579,,
aubergedelaplagelacchambonmurol1,Auberge de la Plage Lac Chambon Murol,aubergedelaplagelacchambonmurol1@gmail.com,1188876952,,
ajouretnuit1,A Jour et Nuit,ajouretnuit1@gmail.com,-1414200739,,
latabledejosephine1,La Table de Josephine,latabledejosephine1@gmail.com,1127888323,,
restaurantle1081,Restaurant Le 108,restaurantle1081@gmail.com,531715696,,
lerendezvous1,Le Rendez Vous,lerendezvous1@gmail.com,2131791888,,
monsieurolive1,Monsieur Olive,monsieurolive1@gmail.com,-2128024778,,
restaurantdelagare1,Restaurant de la Gare,restaurantdelagare1@gmail.com,-2075023404,,
lerelaisdumenil-brout1,Le Relais du Menil-Brout,lerelaisdumenil-brout1@gmail.com,-2135203173,,
lesminots1,Les Minots,lesminots1@gmail.com,-1297782408,,
mariobistro1,Mario Bistro,mariobistro1@gmail.com,358901052,,
lafromageriedechristophe1,La Fromagerie De Christophe,lafromageriedechristophe1@gmail.com,556558663,,
lagardette1,La Gardette,lagardette1@gmail.com,-502807401,,
restaurantdokboua1,Restaurant Dokboua,restaurantdokboua1@gmail.com,-1415188553,,
lavillacassaro1,La Villa Cassaro,lavillacassaro1@gmail.com,412431664,,
lapizzadumoulin1,La Pizza Du Moulin,lapizzadumoulin1@gmail.com,2019233810,,
o'beauvin1,O'beauvin,o'beauvin1@gmail.com,-474087142,,
lefournildelatiranne1,Le fournil de La Tiranne,lefournildelatiranne1@gmail.com,2018287347,,
l'outaugourmand1,L'Outau Gourmand,l'outaugourmand1@gmail.com,1415496524,,
pizz'adore1,Pizz'Adore,pizz'adore1@gmail.com,728695897,,
lepanorama1,Le Panorama,lepanorama1@gmail.com,-1276660410,,
oustaugourmand1,Oustau Gourmand,oustaugourmand1@gmail.com,389465595,,
lessaveursd'enrica1,Les Saveurs d'Enrica,lessaveursd'enrica1@gmail.com,-1158955954,,
pizzalea1,Pizza Lea,pizzalea1@gmail.com,1303484073,,
jaïthaï1,Jaï Thaï,jaïthaï1@gmail.com,-325248368,,
lerelaisdupassetemps1,Le Relais Du Passe Temps,lerelaisdupassetemps1@gmail.com,-1097942032,,
laquintatableprovençale1,La Quinta Table Provençale,laquintatableprovençale1@gmail.com,-2071395662,,
ocigales1,O Cigales,ocigales1@gmail.com,2129289757,,
pizzeriavesuvio1,pizzeria Vesuvio,pizzeriavesuvio1@gmail.com,644649623,,
lesalonprovençal1,Le Salon Provençal,lesalonprovençal1@gmail.com,-1305014563,,
lereseda1,Le Reseda,lereseda1@gmail.com,-2128050727,,
soird'hanoi1,Soir d'Hanoi,soird'hanoi1@gmail.com,642749731,,
lepatiodumasd'allauch1,Le Patio du Mas D' Allauch,lepatiodumasd'allauch1@gmail.com,411483159,,
côtédélices1,Côté Délices,côtédélices1@gmail.com,-1211888978,,
labauquiere1,La Bauquiere,labauquiere1@gmail.com,-2128231488,,
centralperk1,Central Perk,centralperk1@gmail.com,-445340694,,
rotisseriedugarlaban1,Rotisserie du Garlaban,rotisseriedugarlaban1@gmail.com,1217742973,,
lespetitsplatsdemarie1,Les petits plats de Marie,lespetitsplatsdemarie1@gmail.com,1416298965,,
restaurantiod'in1,Restaurant Iod'in,restaurantiod'in1@gmail.com,-361149316,,
aumoulinbleu1,Au Moulin Bleu,aumoulinbleu1@gmail.com,617012220,,
malou1,Malou,malou1@gmail.com,2045927508,,
brasseriedelamairielepicurien1,Brasserie De La Mairie l Epicurien,brasseriedelamairielepicurien1@gmail.com,556923874,,
l'èredutemps1,L'ère du Temps,l'èredutemps1@gmail.com,-412005437,,
l'aubergedemauvaisin1,L'auberge De Mauvaisin,l'aubergedemauvaisin1@gmail.com,-325880398,,
lesplatanes1,Les Platanes,lesplatanes1@gmail.com,1421007707,,
lerelaisdediane1,Le Relais de Diane,lerelaisdediane1@gmail.com,-353882232,,
hôtelsaint-pierre1,Hôtel Saint-Pierre,hôtelsaint-pierre1@gmail.com,-413255847,,
friteriecolé1,Friterie Colé,friteriecolé1@gmail.com,-1241449399,,
charcuteriecolé1,Charcuterie Colé,charcuteriecolé1@gmail.com,-1126723111,,
laflambéedescuivres1,La Flambée des Cuivres,laflambéedescuivres1@gmail.com,-301926667,,
suprachaineolepicier1,Supra Chaine O Lepicier,suprachaineolepicier1@gmail.com,1474507536,,
lepussoirfidele1,Le Pussoir Fidele,lepussoirfidele1@gmail.com,329255938,,
alatableronde1,A la Table Ronde,alatableronde1@gmail.com,525434813,,
leregal1,Le Regal,leregal1@gmail.com,-301244386,,
aucroissantd'or1,Au Croissant D'Or,aucroissantd'or1@gmail.com,-2048240459,,
couscous1,Couscous,couscous1@gmail.com,1994092308,,
laboutiquedudinandier1,La Boutique du Dinandier,laboutiquedudinandier1@gmail.com,-1928392288,,
lafermedemalte1,La Ferme de Malte,lafermedemalte1@gmail.com,-2051012909,,
lesamovar1,Le Samovar,lesamovar1@gmail.com,2109626613,,
lemoulinàcafé1,Le Moulin à Café,lemoulinàcafé1@gmail.com,2132000892,,
l'agora1,L'agora,l'agora1@gmail.com,414395953,,
lacuisinedeleonie1,La cuisine de Leonie,lacuisinedeleonie1@gmail.com,-416680854,,
bardudinandier1,Bar du Dinandier,bardudinandier1@gmail.com,561421383,,
pizzeriasourdine1,Pizzeria Sourdine,pizzeriasourdine1@gmail.com,-553574338,,
levoyageur1,Le Voyageur,levoyageur1@gmail.com,-2017828564,,
l'union1,L'union,l'union1@gmail.com,1189712281,,
lecentre1,Le Centre,lecentre1@gmail.com,-1988245044,,
l'atelier1,L' Atelier,l'atelier1@gmail.com,-1386583588,,
hotelrestaurantlapromenade1,Hotel Restaurant La Promenade,hotelrestaurantlapromenade1@gmail.com,-329064373,,
lemelkinn's1,Le Melkinn's,lemelkinn's1@gmail.com,-1932955026,,
cafedelaposte1,Cafe de la Poste,cafedelaposte1@gmail.com,525992134,,
relais3751,Relais 375,relais3751@gmail.com,582659638,,
lyceestjosephrestaurantd'application1,Lycee St Joseph Restaurant d'Application,lyceestjosephrestaurantd'application1@gmail.com,-1276212426,,
chezbrigitte1,Chez Brigitte,chezbrigitte1@gmail.com,-2128769403,,
dali's1,Dali's,dali's1@gmail.com,-1442028511,,
l'epicurien1,L'Epicurien,l'epicurien1@gmail.com,1159442605,,
lemonastir1,Le Monastir,lemonastir1@gmail.com,-1273764815,,
lestexupéry1,Le St Exupéry,lestexupéry1@gmail.com,2130005392,,
del'entreeaudessert1,De l'Entree Au Dessert,del'entreeaudessert1@gmail.com,-1073066514,,
les4z'arts1,Les 4 Z'Arts,les4z'arts1@gmail.com,1444090149,,
aufeudebois1,Au Feu de Bois,aufeudebois1@gmail.com,-181838930,,
pizzavival1,Pizza Vival,pizzavival1@gmail.com,-418468068,,
boulangeriemarieblachere1,Boulangerie Marie Blachere,boulangeriemarieblachere1@gmail.com,-1077857101,,
lerelaisdelaglèbe1,Le Relais de la Glèbe,lerelaisdelaglèbe1@gmail.com,1271959493,,
l'assiettegourmande1,L'Assiette Gourmande,l'assiettegourmande1@gmail.com,2133162673,,
cotesaveurs1,Cote Saveurs,cotesaveurs1@gmail.com,-2136515156,,
lestaminet1,L Estaminet,lestaminet1@gmail.com,-500836453,,
l'estaminet1,L'Estaminet,l'estaminet1@gmail.com,-1388317941,,
jacquesadit1,Jacques a dit,jacquesadit1@gmail.com,-1131188846,,
lagabelle1,La Gabelle,lagabelle1@gmail.com,-1273828272,,
milkcafe1,Milk Cafe,milkcafe1@gmail.com,-330879698,,
ladouc'heure1,La Douc'heure,ladouc'heure1@gmail.com,-356591196,,
l'entrenous1,L'Entre Nous,l'entrenous1@gmail.com,2021797784,,
leflorian1,Le Florian,leflorian1@gmail.com,676887514,,
marycia1,Marycia,marycia1@gmail.com,1307504125,,
lapassiflore1,La Passiflore,lapassiflore1@gmail.com,-1447417577,,
lecesaree1,Le Cesaree,lecesaree1@gmail.com,-2100139111,,
lebistrot1,Le Bistrot,lebistrot1@gmail.com,-1964381554,,
hadai1,Ha Dai,hadai1@gmail.com,1277473716,,
aubergedelaposte1,Auberge de la Poste,aubergedelaposte1@gmail.com,612329367,,
cafédesarcades1,Café Des arcades,cafédesarcades1@gmail.com,-1305877506,,
royalsaigon1,Royal Saigon,royalsaigon1@gmail.com,2132207377,,
bentokanoya1,Bento Kanoya,bentokanoya1@gmail.com,-442597994,,
lesaintjean1,le saint jean,lesaintjean1@gmail.com,-1159041414,,
lerelaisdefarrourestaurantgastronomique-hôteldecharme1,Le Relais de Farrou Restaurant Gastronomique - Hôtel de Charme,lerelaisdefarrourestaurantgastronomique-hôteldecharme1@gmail.com,533620554,,
pizzaroyale1,Pizza Royale,pizzaroyale1@gmail.com,-1269779338,,
leshautsparleurs1,Les Hauts Parleurs,leshautsparleurs1@gmail.com,-1158956135,,
delicekebab1,Delice Kebab,delicekebab1@gmail.com,1188839565,,
leglacier1,Le Glacier,leglacier1@gmail.com,473895362,,
lefrance1,Le France,lefrance1@gmail.com,-1331055020,,
mcdonald's1,McDonald's,mcdonald's1@gmail.com,-1241593638,,
fournier-mirault1,Fournier-Mirault,fournier-mirault1@gmail.com,642864146,,
lechauvesourit1,Le Chauve Sourit,lechauvesourit1@gmail.com,-1988361572,,
l'amipierrot1,L'ami Pierrot,l'amipierrot1@gmail.com,-446438090,,
lesamandiers1,Les Amandiers,lesamandiers1@gmail.com,-1936621296,,
lejardindesifs1,Le Jardin Des Ifs,lejardindesifs1@gmail.com,2103521684,,
lesremparts1,Les Remparts,lesremparts1@gmail.com,-558215812,,
hostellerielevieuxlogis1,Hostellerie Le Vieux Logis,hostellerielevieuxlogis1@gmail.com,501478879,,
lesjardinsduvidamé1,Les Jardins du Vidamé,lesjardinsduvidamé1@gmail.com,-358772014,,
l'ateliergourmanddesarah1,l'Atelier Gourmand de Sarah,l'ateliergourmanddesarah1@gmail.com,1164892341,,
cap2701,Cap 270,cap2701@gmail.com,-301454093,,
lebistrotdumarche1,Le Bistrot Du Marche,lebistrotdumarche1@gmail.com,1073407311,,
cheztonton1,Chez Tonton,cheztonton1@gmail.com,-2134574990,,
cafeduport1,Cafe du Port,cafeduport1@gmail.com,-1963254451,,
creperiesaintnicolas1,Creperie Saint Nicolas,creperiesaintnicolas1@gmail.com,-1219963026,,
lagalere.dom1,Lagalere.dom,lagalere.dom1@gmail.com,-2102727109,,
lap'titecasquette1,La P'tite Casquette,lap'titecasquette1@gmail.com,-2104754886,,
leterminus1,Le Terminus,leterminus1@gmail.com,1214941687,,
chezyoyo1,Chez Yoyo,chezyoyo1@gmail.com,1246220911,,
lesartisansdupainbyjeromeetantoine1,Les artisans du pain by Jerome et Antoine,lesartisansdupainbyjeromeetantoine1@gmail.com,-2130019822,,
lagalere1,La Galere,lagalere1@gmail.com,-1214756820,,
lebistrot1,Le Bistrot,lebistrot1@gmail.com,417171164,,
auxbaroudeurs1,Aux Baroudeurs,auxbaroudeurs1@gmail.com,-1992834039,,
latavernedespecheurs1,La Taverne des Pecheurs,latavernedespecheurs1@gmail.com,-1049055063,,
lessarments1,Les Sarments,lessarments1@gmail.com,-299452367,,
lagodille1,La Godille,lagodille1@gmail.com,-161610866,,
lamariegalante1,La Marie Galante,lamariegalante1@gmail.com,358149424,,
lapasserelle1,La Passerelle,lapasserelle1@gmail.com,-298742899,,
l'escale1,L'Escale,l'escale1@gmail.com,-2072344164,,
restaurantdel'hotelpenbron1,Restaurant de l'Hotel Pen Bron,restaurantdel'hotelpenbron1@gmail.com,-1076790543,,
creperieduplatpays1,Creperie du plat pays,creperieduplatpays1@gmail.com,443773688,,
lachaloupe1,La Chaloupe,lachaloupe1@gmail.com,-1129574401,,
restaurantl'océane1,Restaurant l'Océane,restaurantl'océane1@gmail.com,-1212491373,,
lacotrinade1,La Cotrinade,lacotrinade1@gmail.com,-388643243,,
lepetitmousse'tapha1,Le Petit Mousse 'Tapha,lepetitmousse'tapha1@gmail.com,1102089070,,
casse-croutevendeen1,Casse-Croute Vendeen,casse-croutevendeen1@gmail.com,-1184037215,,
restaurantparamy1,Restaurant PARAMY,restaurantparamy1@gmail.com,1274705940,,
labouled'orrestaurant1,La Boule D'or Restaurant,labouled'orrestaurant1@gmail.com,2103429311,,
lepoulbot1,Le Poulbot,lepoulbot1@gmail.com,-1042708496,,
aubergedelabruyere1,Auberge de la Bruyere,aubergedelabruyere1@gmail.com,-1447356143,,
restaurantlefrance1,Restaurant Le France,restaurantlefrance1@gmail.com,1247863346,,
l'express1,L'Express,l'express1@gmail.com,1415464663,,
lerelaisdubreuil1,Le Relais du Breuil,lerelaisdubreuil1@gmail.com,1960105675,,
villafolavril1,Villa Fol Avril,villafolavril1@gmail.com,1075312855,,
aubergedel'abbaye1,Auberge de l'Abbaye,aubergedel'abbaye1@gmail.com,1135193570,,
sushinobara1,Sushi Nobara,sushinobara1@gmail.com,414396972,,
lestromboli1,Le Stromboli,lestromboli1@gmail.com,533922525,,
lessaveursportugaises1,Les Saveurs Portugaises,lessaveursportugaises1@gmail.com,533623189,,
lapayotte1,La Payotte,lapayotte1@gmail.com,588798198,,
auxange-vins1,Aux Ange-Vins,auxange-vins1@gmail.com,502077438,,
zen1,Zen,zen1@gmail.com,2106883054,,
lepalaisdenoyon1,Le Palais de Noyon,lepalaisdenoyon1@gmail.com,-268618344,,
macdonald's1,Mac Donald's,macdonald's1@gmail.com,-1931108791,,
lafringale1,La Fringale,lafringale1@gmail.com,1244193133,,
gpk_restaurant1,Gpk_Restaurant,gpk_restaurant1@gmail.com,726723824,,
boulangeriemarieblachere1,Boulangerie Marie Blachere,boulangeriemarieblachere1@gmail.com,529247105,,
atlantis1,Atlantis,atlantis1@gmail.com,1359042398,,
dreamfood1,Dream Food,dreamfood1@gmail.com,-298705513,,
dreamfood1,Dream Food,dreamfood1@gmail.com,470917285,,
l'asiane1,L'Asiane,l'asiane1@gmail.com,1271898954,,
damejourne1,Dame Journe,damejourne1@gmail.com,1306071122,,
tacoso'max1,Tacos O'max,tacoso'max1@gmail.com,-504622829,,
lecomptoirdestempliers1,Le Comptoir des Templiers,lecomptoirdestempliers1@gmail.com,2133036788,,
buffalogrill1,Buffalo Grill,buffalogrill1@gmail.com,-181837219,,
bistrotd'enface1,Bistrot D'en Face,bistrotd'enface1@gmail.com,734239030,,
legalway1,Le Galway,legalway1@gmail.com,1335717847,,
lechateaududragond'or1,Le Chateau du Dragon d'Or,lechateaududragond'or1@gmail.com,1331424461,,
auxdélicesdel'orient1,Aux Délices De L'orient,auxdélicesdel'orient1@gmail.com,-2047382259,,
lecomptoirdumalt1,Le Comptoir du Malt,lecomptoirdumalt1@gmail.com,-1191608058,,
mcdonald's1,McDonald's,mcdonald's1@gmail.com,-1072107464,,
lapetiteferme1,La Petite Ferme,lapetiteferme1@gmail.com,1133583899,,
lecentre1,Le Centre,lecentre1@gmail.com,-2103836235,,
lechoucas1,Le Choucas,lechoucas1@gmail.com,-447217527,,
letetras1,Le Tetras,letetras1@gmail.com,-1301683976,,
l'avalancherestaurant1,L'Avalanche restaurant,l'avalancherestaurant1@gmail.com,1249235652,,
restaurantd'altitudelesaints'o1,Restaurant d'Altitude Le Saint S'O,restaurantd'altitudelesaints'o1@gmail.com,-276219763,,
l'aubergedesturins1,L'Auberge des Turins,l'aubergedesturins1@gmail.com,1362881837,,
labergerie1,La Bergerie,labergerie1@gmail.com,529276987,,
lecerfauboisd'argent1,Le Cerf au Bois d'Argent,lecerfauboisd'argent1@gmail.com,-1990244108,,
lesneiges1,Les Neiges,lesneiges1@gmail.com,-327096492,,
latabledeféroníe1,La Table de Féroníe,latabledeféroníe1@gmail.com,-1360761510,,
chaletducoldelacroixdefer1,Chalet du Col de la Croix de Fer,chaletducoldelacroixdefer1@gmail.com,-1985478478,,
lechaletdumoulin1,Le Chalet du Moulin,lechaletdumoulin1@gmail.com,-1964352754,,
letrappeur1,Le Trappeur,letrappeur1@gmail.com,1275213440,,
legrandmont1,Le Grand Mont,legrandmont1@gmail.com,-384353743,,
legroscaillou1,Le Gros Caillou,legroscaillou1@gmail.com,-1155286853,,
lerégalsavoyard1,Le Régal Savoyard,lerégalsavoyard1@gmail.com,-2104045937,,
cheznath1,Chez Nath,cheznath1@gmail.com,644772725,,
l'aroma1,L'Aroma,l'aroma1@gmail.com,-324567853,,
lebarock1,Le Barock,lebarock1@gmail.com,-1241233798,,
horspiste1,Hors Piste,horspiste1@gmail.com,1327733174,,
l'alpe1,l'alpe,l'alpe1@gmail.com,1244198866,,
aubergedelamole1,Auberge de la Mole,aubergedelamole1@gmail.com,1131736888,,
lebistrotgourmet1,Le Bistrot Gourmet,lebistrotgourmet1@gmail.com,563119414,,
lamaisondejulie1,La Maison De Julie,lamaisondejulie1@gmail.com,382911633,,
lepartage1,Le Partage,lepartage1@gmail.com,-243889927,,
lemagnan1,Le Magnan,lemagnan1@gmail.com,1419959376,,
boulangeriedelamole1,Boulangerie de La Mole,boulangeriedelamole1@gmail.com,-2133563123,,
letrappeur1,Le Trappeur,letrappeur1@gmail.com,-329605175,,
l'operarestaurant1,L'Opera Restaurant,l'operarestaurant1@gmail.com,1218401044,,
lesjardinsromains1,Les Jardins Romains,lesjardinsromains1@gmail.com,331224225,,
lesimbad1,Le Simbad,lesimbad1@gmail.com,-2070941263,,
lalqila1,Lal Qila,lalqila1@gmail.com,1156549164,,
lestradivarius1,Le Stradivarius,lestradivarius1@gmail.com,1161999924,,
kebablesdeuxfreres1,Kebab Les Deux Freres,kebablesdeuxfreres1@gmail.com,-239276937,,
pizzabonici1,Pizza Bonici,pizzabonici1@gmail.com,332024645,,
brasseriechezmax1,Brasserie Chez Max,brasseriechezmax1@gmail.com,1245269516,,
restaurantdumarchechezelo1,Restaurant du Marche Chez Elo,restaurantdumarchechezelo1@gmail.com,-356769138,,
auremp’arts1,Au Remp’Arts,auremp’arts1@gmail.com,1273363568,,
helenachezpires1,Helena chez Pires,helenachezpires1@gmail.com,1218782557,,
cafedurand1,Cafe Durand,cafedurand1@gmail.com,417021398,,
boulangeriemarieblachere1,Boulangerie Marie Blachere,boulangeriemarieblachere1@gmail.com,-2015887335,,
